Comments,CommentId
"in the center of it all... The main attraction to this hotel is location/ price... you are next to three of the main subway lines in Tokyo and can walk to many great restaurants and attractions. The hotel room was good for the location and filled with gadgets- such as the operable shade opening device- no need to get out of bed in the morning!The staff was friendly, it would be great if they learned a little more english though...  ",117
Mixed Thoughts As already noted - good location to transport and Ginza plus other sites. After 3 nights the small room and bathroom were a bit restricting especially since storage not good. Staff spoke adequate English and were without fault when asked for advice and for extra items. OK for a quick stopver but would go for somewhere a little larger next time - even the Ryokans we stayed in had more room!  ,118
"Small room, lumpy bed I stayed at Dai Ichi Hotel Annex for 4 nites in Sept 2005. I booked a standard room thru Expedia for a reasonable price. There is very little drawer space to hold your clothes  the room is small compared to other hotels. The light bulb over the bed was out when I checked in  I waited to see if Housekeeping would ever change it or notice it  it never got changed. The bed  pillow were very lumpy, which resulted in sleepless nights. Note that the hotel was charging $21US (which is outrageous!) to use the nearby pool, located in another building next door. The front desk's English capability was so-so. I did take the limousine bus to the airport upon leaving, which was convenient. about US30.  ",119
"The True Skinny on the Omni We paid $129 base rate here compared to $168 at the New Otani. The extra money gave us superb service at the Otani vs. the run-down, ugly rooms at the Annex.While the staff is very pleasant, their English is very basic. The rooms are a shadow of their former selves - decades old style and worn out. While clean, the room is extremely basic. Spend the extra money to really enjoy your vacation and stay at a top hotel. This one is merely a place to stay and will in no way enhance your vacation experience.The location is, admittedly, convenient to hundreds of neat Mom  Pop restaurants, 20 minute walk to the fish market and Ginza shopping.  ",120
"Dai Ichi Hotel Annex Stayed there in August, 2005. Very convenient hotel (location, transportation, etc.). Staff was very courteous and friendly. Hotel looks good from the outside, but needs some renovation. Carpets looked old and/or worn out, as did the couches in the lobby. I was a little bit disappointed, but overall a good value.  ",121
"Lovely location, big rooms for Japan We stayed three nights here, and we were delighted. The location is great, and we got from Narita by limousine bus. The railtracks are fascinating - a huge mix of restaurants, bars and shops, with a range of prices, and lively atmosphere. The rooms in the hotel are big by Japan standards, and very well stocked. All of the staff had functional English, some of the staff had perfect English, and they were super-efficient and helpful. If you like jogging, they even had a fold-out map, and the Imperial Park and Hibiya park are both on the doorstep. After being stampeded by thousands of joggers on a fun run (in the opposite direction!) I stuck to circuits of Hibiya Park, which is lovely. Ginza is close by, and we walked everywhere. There are some great noodle bars, and coffee bars and a handy corner shop. Meals were somewhat expensive at the hotel, but there were lots of reasonable places to eat in the area. In fact, what struck us most of all was how reasonably priced Japan turned out to be - one of the bonuses of zero inflation. We loved this hotel, and slept very well. We had great views, and will definitely return to this lovely area.  ",122
"This Hotel Made the Trip to Tokyo so Much Easier..... This hotel was centrally located to the train and the exclusive Ginza area which was very convenient. The help in the hotel is superb. The cleaning services were great and very consistant. The conceirge was extremely helpful in helping guide our way to eveything we wanted to see and visit in Tokyo, Kyoto, and Hakone. Theyll make the reservations and have the bus waiting for you in the morning! It was great! They even electronically have the elevator door opened for you once you walk in the lobby! Also, the checkout time is very flexible considering the time that they schedule your bus pick-up. Very considerate! Overall, this place is great, especially for the rates it offers. To use the internet in the business center was only $5 per 30 minutes and phone calls to the US were approx 40 cents per min. Also, the mini bar wasnt too expensive soda can for less than $2.50. Highly recommended. The best home away from home I've stayed in.  ",123
"A Great Value! We spent 4 nights at the Dai-Ichi Annex Hotel in August. We caught the JR Narita Express train into Tokyo station, about an hour's trip, then waited on the same platform for a few minutes, catching the next train to the Shimbashi Station. The hotel is a five minute walk from there. In fact, if you come out of the station near the big steam engine train in the front of the station, just look up at the skyline and you'll see the Dai-Ichi Hotel. The annex is across the street from it.From the second we walked through the doors, we were served with care and courtesy. The bell girl immediately took our bags and took them to our room on the 9th floor. Check-in was easy (we had booked through Expedia) and, though small, the room was clean, comfortable, and quiet. We never heard a sound from another room or even from the hallway. The bed was very comfortable, more so than most hotels we've stayed in. When we called housekeeping for an iron, it was brought to our room right away. I will say again the room was small by American standards, but I expected that it would be. We requested a room next to ours for our daughter and son-in-law, and they happily accommodated us.It is aslo centrally located, near major train stations and great restaurants. The breakfast buffet is expensive, but there is a McDonalds 2 blocks away, and a Tully's coffee one block away if you prefer to not spend $25 for breakfast.I will stay there again. A great value.  ",124
"Excellent value   showReview(3724819, 'full');   ",125
"Great location. Friendly and helpful staff.   showReview(3668934, 'full');   ",126
"wouldn't stay anywhere else   showReview(3614950, 'full');   ",127
"Better than the Dai-Ichi   showReview(3496334, 'full');   ",128
"Location and a great value   showReview(3323501, 'full');   ",129
"Great location, great deal   showReview(3315587, 'full');   ",130
"Great location and very helpful staff!!   showReview(3274051, 'full');   ",131
"Wonderful Stay and Great Value   showReview(2839383, 'full');   ",132
"Excellent room and Excellent location   showReview(2443335, 'full');   ",133
"First class hotel in great location   showReview(2362048, 'full');   ",134
"tres bon hotel bien situ茅   showReview(19631073, 'full');   ",135
"sehr gute zentrale aber ruhige lage   showReview(19631072, 'full');   ",136
Un hotel genial. Muy recomendable. La mejor calidad/precio y no solo de Tokio       Vistas desde la habitaci贸n  ,137
"Zentral und gut   showReview(15571231, 'full');   ",138
"situation ideale   showReview(15571230, 'full');   ",139
"TRES BON HOTEL   showReview(14732785, 'full');   ",140
"J'y retourne sans h茅siter   showReview(14732780, 'full');   ",141
"tres bien sous tous rapports   showReview(11300186, 'full');   ",142
"Ottimo   showReview(11665966, 'full');   ",143
"hotel tres bien situe   showReview(11428216, 'full');   ",144
"Situation parfaite, les chambres garnies comme jamais vu   showReview(11428215, 'full');   ",145
"Excellent rapport qualit茅 / prix / location   showReview(11412028, 'full');   ",146
"Deux s茅jours et jamais d茅莽us   showReview(11377491, 'full');   ",147
"D茅ception   showReview(11377490, 'full');   ",148
"Perfect Stay We stayed for one night at the Imperial Hotel during a quick trip to Tokyo at the end of a business trip elsewhere in Asia. The service was superb and the staff uniformly helpful in helping us make the most of our brief time in Tokyo. The location was perfect for sightseeing. The room was extremely comfortable. We hope to return for a longer stay in Tokyo, and will definitely return to the Imperial Hotel.  ",149
"Majestic! Stayed here for 2 nights last Dec. 22, '08. We were given a room at the 32nd floor of the Imperial Tower with the view of Ginza. The service is impeccable and the location is the best for us who want to be close to Ginza and train station which are few minutes walk from the hotel.  ",150
Fascinatingly Different - Tokyo       Detail of shrine and ancient cemetary  ,151
"Imperial it is The Imperial Hotel was selected for me by my colleagues in Japan, because it was within walking distance of their offices. I was completely impressed with the hotel in every respect. The service was consistently excellent. I read in my guide book not to tip people, but I tried anyway, and the bellman absolutely refused. As an aside, the hotel is very sensitive to the needs of a novice like myself. The bellman always asked me where I was going, and told the cab driver in Japanese for me. That was immensely helpful. My room was on the tenth floor. It was large, modern and comfortable. The bathroom was particularly nice, with a shower with excellent water pressure, and a modern tub with jets. The toilet had a heated seat and bidet, the soaps smelled lovely, and the hairdryer was strong and hot. The room is equipped with sensors that detect your presence, and light up when you approach (for example, a panel next to the bed that controls opening the curtains, the sound in the room, etc.). My PDA was not working in Japan, so I could not use my phone or email. The hotel phone charges were very modest, and the business center has free internet access. They actually opened early for me one day (usually opens at 8). I ordered room service for breakfast, and it was prompt and very good. On my departure day, I went down to the cafe (which opens at 6am) and asked if I could possibly have a quick breakfast in 15 minutes. I had my food within 3 minutes, and had time to spare! Every person I encountered was professional, friendly and fluent in English. My feable attempts at Japanese were warmly acknowledged. I will absolutely stay here again the next time I am in Tokyo.  ",152
"What a great hotel! What a fabulous hotel! Well, once you visit Tokyo you understand what hospitality and sevice really means!Everything in the Hotel was so clean, the service was excellent with everybody saying Arigato which means thank you! in the hallways, in the elevators, the people took a bow and lookes really helpful. The info desk and the luggage guys were really helpful!Also, my room had a perfect view and in May, tokyo is in its cherry blossom period! Ok, it doesn;t have the Hyatt view, but it keeps the tradition and the class!  ",153
"Imperial Service Long Gone I have stayed at the Imperial for over 15 years and it still manages to add something special to every visit. Yes there are flashier hotels in Tokyo now (Peninsula, RItz Carlton, Hyatt), but only the Imperial has this tradition and only the Imperial remembers to pay attention to detail that the others forget. Perhaps its the whiteness of the laundered shirts or the fresh fruit and flowers in the rooms or perhaps its the clatter of people from all levels of Tokyo society who mingle in the vast lobby adorned by a truly spectaluar feature wall. I can never really place my finger on what makes me come back to the Imperial time and time again .. and I think that's it - it is the service you never see but know is there - gently making your stay in Tokyo - perfect. The Imperial's reign is in no way diminished and she shall rule for many decades to come ...  ",154
"Nice Enough This was our second stay at The Imperial Hotel due to business meetings and our overall hotel stay was pleasant. The Imperial definitely caters to the business traveler in light of its location and meeting space options. The staff is friendly and efficient.We stayed in a standard king size room located on the 31st floor in the Tower Annex and although the decor and furnishings were a bit dated and reflected wear and tear (i.e., worn carpet, worn and stained upholstery, scuff marks on furniture), everything was comfortable and clean. Being a business oriented hotel, we were surprised that the internet access was a bit spotty. We had a view of the train tracks and Hibiya Park. We did hear train noise even being on the 31st floor. The bathroom was large and the shower had great water pressure.Room service breakfast and coffee were fine and delivered promptly by friendly staff. I dined at the hotel's diner style restaurant (for lunch) as well as its tempura restaurant (for dinner) and the food and service were fine.The workout room is ok with some treadmills, a couple of stationary bikes, one elliptical, and three Cybex machines. All of the equipment was acceptable albeit not the most current models. Be sure to join the hotel's complimentary Imperial Club to access the gym at no fee and receive discounts on the hotel's restaurants.A minor concern was that the Concierge team was not overly welcoming and even appeared a bit unenthusiastic. When asked for recommendations and tips for some sightseeing, the concierge rushed through a few options, their access, and all with a dismissive attitude.Overall the Imperial Hotel provided a pleasant stay and their location is convenient to many areas, including the Ginza district. It's a very large, almost generic style of hotel, and understandably cannot provide personalized service. As far as stellar rooms, amenities, and staff, the hotel was fine but the Mandarin Oriental Tokyo is of much higher caliber in every respect.  ",155
Expensive but beautiful       bathroom  ,156
"Pleasant experience - recommend it! The hotel is centrally located and very convenient to the metro. The physical building is older, but it is impeccably maintained. The room was spacious and we had a nice view. This is a very pleasant hotel. The staff is professional and friendly. I would recommend staying with them.  ",157
"one of the best hotels This is a great hotel in every way. The staff are friendly, most helpful and speak fluent english. Rooms are immaculate and well furnished. Hotel is convenient to Ginza and other areas of Tokyo. We had a great experience.  ",158
"Outstanding service! The service is the key that differentiates this hotel from others who are in the same price range. I have to admit that I am a complain and picky type of person. I have also been spoiled by living in Thailand where the service is always very good. The Imperial has impressed me big time with the attentive service.The room was nice and correct. It is not very big but has enough space for two to stay in comfortably. Bed was comfortable, features pillows and duvet. We were in a room that has been redecorated. So the room was new and not dated as in some reviews. They also had free internet (but not wireless). The shower was nice with seperate bath and shower and lots of amenities (but no body lotion - although I am sure if you ask, they can provide). The gym had good machines i.e. treadmill, cross-trainers etc. The in-door pool was nice and warm. I also liked their shower room at the gym.... the Japanese style shower area was nice. The hotel is located in good location with Hibiya tube station in front and 5 mins walk to Ginza area. There are also lots of restaurants around. So we did not try any restaurants in the hotel. They looked popular among the Japanese though.The only problem we had was that the staff didn't understand English very well. I called them to ask for some cotton pads but had to explained for a while. At the end, they sent some Shisedo moisturizer to my room (which was nice!). The day after, someone must have told them what 'cotton pad' was. So the maid put lots of them in my room and kept refiling them everyday (and also refilled the Shisedo!). All their staff was very attentive and extremely polite. So the English problem became minor and we were patient enough to repeat our sentences few times until they understood.In short, I really like this hotel and will definitely go back!  ",159
"White gloved efficiency I stayed here on a business trip to Japan. The overwhelming impression on arrival was of the number of staff who seem to have nothing better to do than to hold doors open and bow to guests. Even the cleaners stopped whatever they were doing to bow and greet me every time I walked past.Reception was extremely smooth and efficient despite the fact that we arrived at about 10.00a.m. and we were soon given a room.The rooms are extremely well equipped, and comfortable, the rooms in the main part of the hotel being larger and better equipped than those in the tower. My room looked out over a busy railway line, and despite being on the 21st floor I could hear some noise from the railway. The rooms were reasonably priced for the class of hotel.The hotel has a great many restaurants, some serving Japanese food, while others offered international cuisine of a very high standard. However, the prices in the restaurants seemed high. Breakfast in the parkside diner was always very well prepared with prompt, efficient service. However, I found it slightly odd to be given broccoli with my bacon and eggs. The hotel is well situated within easy walking distance of the Ginza shopping area.Overall it was difficult to fault the hotel.  ",160
"Truly high standard! First impression, visually, is a bit 1970's as you arrive and walk in, but instantly the highly efficient Imperial machine takes over, and you're in for a treat. Service is outstandingly high, delivered by extremely well-trained, helpful and courteous staff, without fail.Everything works, everything is clean, and it's perfectly located for either a walk or run in the park, for Ginza, or for Tokyo station.Join the (free) Imperial Club if you plan to stay more than once - the immediate benefits inlcude food discounts, free gym access, and half-price laundry. Take breakfast at the 17th floor restaurant - it's a fantastic buffet; dining in the hotel is generally expensive, but the Diner on the ground floor provides great value, and is actually fine to sit quietly and chill out after a hectic day's work or sightseeing, either on the 'Fixed price' dinner menu or an international carte. It's usually about half the price or less, of the other restaurants in the hotel.Rooms are top notch, slightly austere in appearance, but functionally excellent - try to get a park view or you'll be overlooking the railway, which is pretty busy.What could be better? More choice of TV channel would be good, and maybe a CD player in the room, but apart from that, go and enjoy.  ",161
"royal past but needs updating This is the third or fourth time I've stayed here because my company gets a discount. It is located conveniently near the Imperial Palace, businesses, and subway lines. The Imperial has an illustrious history, but now it feels dated and worn. Everything looks a little old. I can't comment on the service because I didn't request any, but my colleagues have said it is good.One fun part of staying at the Imperial is sitting in the lobby and watching Japanese people in gorgeous kimonos attending weddings and other events. Often you will see a newly wedded couple getting pictures taken on the stairs. Overall, I would stay at another Tokyo hotel if it weren't for the company discount.  ",162
"Very nice - great service Nice, higher end hotel tucked in between the edge of the publicly open part of the Imperial palace and Maruno-uchi/Tokyo station, this hotel offered me a nice, spacious room with a view, free hi-speed Internet, great location and awesome service. I always enjoy escaping America and leaving behind a culture of indiscipline and customer disservice from hotel employees. All employees at the Imperial (and typically ANY Japanese hotel) will offer helpful, friendly service with a thank you and a smile; the extra bene of the Imperial is that they also do it in English.I was in a spacious and clean room with a king bed and large bathroom on the 6th floor. Granted, one could simply go downstairs for a meal, but I suggest to the more daring to step out either down to the sublevel outside one block and grab a bite at one of the many places in the Metro underground, or exit out the back of the hotel, walk past the train line and one can find a multitude of little, tasty - and nicely priced - bakeries or breakfast shops and restaurants.In the tower extension of the hotel is a great Japanese style bath and sauna - ultra clean and perfect way to relax away (also not crowded - but do expect to pay 1,050 yen for the experience.All-in-all, this place has everything the travel needs - centrally located on the subway system, or a short walk to Tokyo station. I highly recommend the Imperial.  ",163
"Baaaaaad attitude, just ok hotel The hotel is better than some in Japan, but not worth the money. A lot of attitude at the front desk and kind of old surroundings. Needs some updating of the interiors.I was staying on a business trip with others, and one day a colleague disappeared with my key while planning a presentation. When I went to the front desk, I got quizzed about why I needed an extra key. What happened to your key? I don't know, I think I lost it....I'm here with friends and one took the key... (etc) Apparently this was just too much for the front desk staff because they kind of freaked out. There was a lot of discussion in Japanese, and until I asked, What's the big problem? they did not tell me what was going on. Then they said, Oh, sorry sir, we will get you a key. Then they disappeared in the back and didn't come out for around 5 minutes.Then they gave me two keys and said, We'll have to charge you for the second key. !!!!!! They thought there was someone else staying in my room....Whatever. I guess Lost in Translation was a true story.  ",164
undoubtedly the best hotel!!       Cake shop in Imperial Hotel  ,165
"Good but some problems. We had great expectations from this hotel. The price, its reputation and the reviews we had read made us think that this was going to be a once in a lifetime experience. Nothing was wrong really, but we didn't have such experience. We found it to be a good hotel, very expensive, but apart from the impressive lobby we were not impressed. Room was large (for a double) but we had paid for a triple, and we found that the third bed was just a sofa bed which hadn't been made yet when we got to your room. Reception was quite impersonal, nothing wrong with it, but we were obviously not the type of customers the hotel caters for. We couldn't use the pool for free because we were not members of the club. We could not become members because we didn't have our business cards. Location isn't bad at all, it's a few minutes away from JR Yamanote line and the subway, but if you want ot go to Shinjuku you have a good half an hour travelling to do. Internet was available for free, but in a small room which had to be opened especially for you if out of business hours. If you are looking for a once in a lifetime experience like we were, then probably the New Otani Hotel will suit you better.  ",166
"Incredible service We just returned from a Cruise West tour of Japan. Our final couple of days was at the Imperial in Tokyo. This is a classic old hotel beautifuly maintained and with the most service I've ever experienced in a hotel. The other hotels we experienced in Japan were 'Okuras and were excellent. We thought the service from them was great but the Imperial was in yet another class. There is no tipping in Japan but notwithstanding the staff was there virtually without asking or even necessarily being wanted. Certainly the Japanese folks frequenting the hotel seemed to expect the degree of service we observed, we though experienced travellers were somewhat amazed by it. The facility is excellent, the food venues were quite good, though as with most things in Japan expensive. We were given a 20% discount as hotel guests which helped. The rooms though excellent did not have irons and ironing boards in them though they were available for the asking. Other amenities of fine hotels were present. The hotel's distinguishing characteristics for us were location and service. The service excellence was enough to prompt this review.  ",167
You are treated like Royalty when you stay at the Imperial Hotel.       View from the Room  ,168
"In the center of Tokio We stayed in this hotel with a soccer team for the intercontinental soccer cup for 6 days.Everything is 5 star, the rooms, the food, the service etc.. The best thing of the hotel is his location in the center of the city, easy to shoping, visits, dinnig and go out.We enjoyed very much our stayed here, we felt very safe and in the midle of everything.  ",169
"Wonderful place! Great hotel, incredibly helpful and friendly staff, very comfortable rooms. Conveniently located, in walking distance to Ginza district.  ",170
"Great Location and Service Very nice hotel with an excellent staff. Ate at a few of the many restaurants and they were all nice. I generally avoid hotel restaurants but they all were highly recommended by the locals. In all, a great stay.  ",171
"Great location! Stayed here for 3 nights on a business trip, in the tower block. I was on the 28th floor, with a beautiful view of the city. The rooms here are a little tired, although I understand that there are some upgraded rooms elsewhere in the hotel. It is a very large hotel, so I had some trouble navigating within the hotel in the beginning.The best part about this hotel is its location. You can step right out into Ginza where all the shops and restaurants are. The train station is at the doorstep as well. Service is excellent. My only gripe is that they charge 1000Y for use of the gym.  ",172
Classic Luxury in a Convenient Location       Imperial Hotel 31st Floor Room View  ,173
Excellent Hospitality The Imperial Hotel is conveniently located across the street from the Imperial Palace grounds. The service and hospitality are unmatched. Hotel staff is everywhere and they go out of their way to help. We only ate breakfast there and the buffet was huge. It 's cool to see a chef make an omelet with chopsticks!  ,174
"Nice location, fantastic service in spite of the size Great location (Ginza) and close to the subway. Renovated rooms (ask for a renovated room...) are superb, large with all the services one could expect. Reasonabely priced for the quality and ...Tokyo  ",175
"Super High-tech room in the Main Building! I have stayed at this hotel a few times. I got very luckey once and they upgraded me to a nice room in the main building, although I was paying for a single room in the tower building. While the room in the tower building is very decent, the renovated room in the main building was amazing. The room had two queen size beds with bench at the end, couch, coffee table, flat screen TV, fax machine etc. You could open/close the curtains by pressing the button on the night stand (actually, everthing is controlled by the panel on the night stand). There is a digital control panel on the wall for AC, and air purifier. The bathroom came with a tub that filled automatically to the temperature you like, and played a little music when it was filled, and oh, there was a small flat screen TV over the vanity. The room was so spacious it's almost as big as my apartment without the kitchen. The room service was excellent. I called for breakfast and it came within 5 minutes. Front desk personnel are always helpful with any request. Be sure to sign up for Imperial Club, if you are a foregin business traveler. That way, you can use fitness center for free, discount on dry cleaning etc. I've stayed at other hotels in Tokyo, but this one tops my list for location, service and comfort. I also like to run, so being close to a good running course like the loop around Imperial Palace is always a plus.  ",176
"As close to perfect as you can get Stayed there three nights on the last leg of an around the world business trip. It may lack flair, but it is as close to perfect as a hotel can be. From the moment I got out of the taxi to the moment I boarded the Narita bus, everything was handled perfectly. The room was very comfortable鈥攕imple perhaps in its decor but a very elegant oasis for a tired traveler. The old Frank Lloyd Wright Imperial Bar is still there. If you are looking for flash, there are other excellent hotels but this place gets my vote. Also great location, right near the Ginza and a Tokyo subway as well as across forma part and near the palace.  ",177
"Good hotel but found the colors so depressing Good hotel, great service but just not my kind of hotel..found the beiges and browns rather depressing and the walk through the hotel to get outside quite long..Of course that is what you can expect in such a big hotel..Location is really good!  ",178
Clinical Efficiency       The lobby - 80s timewarp (but I actually like it!)  ,179
"Extraordinary Staff I've stayed at the Imperial Hotel several times and always found it to be a top-quality hotel. However, this last visit an incident occurred which showed me how helpful the staff can be. My colleague and I were schedule to catch an early bus to the airport. About 15 minutes before the bus was to depart, I became concerned that my colleague had not come down to the lobby yet. I asked the help desk to call his room - they told me the phone was busy, so I assumed he was awake and making a last minute phone call. Then without my prompting, the help desk began to investigate and found he had not responded to his earlier wake-up call. The manager in charge went up to his room and determined he was still asleep. He came back and asked my permission to wake him up. We both went back up to the room, woke him up and got him to the bus (which they managed to hold for us). At least 4 or 5 hotel staff helped us in the endeavor. Never have I seen such an extraordinary hotel staff.  ",180
Spend your vacation in HISTORY!       A breathtaking look at the lobby stairs  ,181
"Great Stay/Great Location Recently stayed 9 nights at the Imperial. Membership in the Imperial Club brought a 20% discount on a deluxe room as well as 50% reduction in laundry charges, and a 10% reduction on in-hotel restaurant charges and we used all of these.Room measureed approximately 23 X 26 feet not including the entry hall; bathroom the typical walk-in shower with separate tub measured 10 X 10. GREAT water pressure in the shower..you didn't want to get out it felt so good.The usual Imperial excellent housekeeping and wonderful service, particularly from the Concierge and the front desk folks.Pricey to eat in the Viking Sal buffet even with a discount and on some mornings there were a lot of folks eating and the table service a bit lacking; excellent choices in terms of food to include the made-to-order omelets.Airport limo to Narita can be arranged in-lobby and the hotel is that particular route's first stop. Metro connection across the street; Ginza shopping, Kabuki-za, lots of restaurants within a couple of blocks as well as convenience stores, small public park, etc.Lots of business folks (both Japanese and western) in the lobby every morning but also many Japanese travelers.If you like staying in this particular section of Tokyo, and we do, then the Imperial cannot be beat IMO. Pricey but worth it.  ",182
"Stay at the Imperial, feel like royalty My stay at the Imperial Hotel was truly wonderful. It is centrally located, serviced by the Airport Limousine Bus regularly, very close to two subway stations and Ginza is only a short walk away. Moreover, the service is breathtakingly efficient. Hardly able to keep my eyes open after a 12-hour flight, check-in was completed in 2 minutes flat and I was led to my room immediately. The service is fabulous and staff seems to sense what the guest wants before he knows it himself. Whenever I walked into the lobby with so much as a questioning look on my face, staff immediately offered their assistance and if they could not help themselves, they would make sure their colleagues would attend to me immediately. I felt truly special. It is not a cheap hotel but worth splurging on.  ",183
A grand hotel! Was on business travel. I booked this hotel twice. This is a very very nice hotel with great service. I love the location in the Ginza area. Easy walking to shopping and terrific eating.  ,184
"Not worth the money I have been visiting Japan 2 - 3 times per year for over 10 years now and I have never been treated this poorly. The room I stayed in was old, I asked for a non-smoking room and they gave me a smoking room. Service is slow and of very poor quality for a Japanese hotel. If you are staying in Tokyo I would highly recommend the Palace hotel and Strings Hotel. The Palace is near Tokyo station and Strings is near Shinagawa station, both are very convenient.  ",185
"Love the hotel The Imperial Hotel in Tokyo is an excellent place because of the location and great service. It is within walking distance to trains, Ginza shopping district, park, great restaurants (inexpensive and expensive ones) and movie theatres. Views from the room (Tower annex) are spectacular if you like to see end to end rooftops of buildings and skyscrapers. The view was better seven years ago. Used to be able to see the Odaiba (man-made island) and the Rainbow Bridge. Now new taller buildings are blocking a lot of the view. However, one can still get an unobtructed view of the railroad tracks where the infamous bullet trains run. Service personnel are top-notched. Most of the rooms have been updated. They must have used the Peninsula's interior designer. Room rates are lower than the other newer five-star hotels in the area. The only peeve I have with the hotel are the elevators. Although waiting time is almost nonexistent, they must do something about the climate control. One elevator can feel like a freezer while another feels like a sauna!  ",186
"Utterly Superb Imperial Hotel TokyoThis hotel is undoubtedly the finest I have ever stayed in. It is one of the very few I shall remember for all the right reasons. It is also the most expensive hotel I have ever stayed in, but it was not 鈥榦ver the top鈥?expensive 鈥?better value than London or New York. I found a variety of different prices for this place, but I found the best deal was with the hotel direct 鈥?they seemed to have some special deals on when we booked and these couldn鈥檛 be beaten. Some people may be put off by its sheer size 鈥?it is hugeWe were lucky enough to have got an upgrade from a 鈥楳oderate鈥?to a 鈥楧eluxe鈥?on the 14th floor of the main building, and it probably is the only time in my life I have walked into a hotel room and said 鈥淲OW鈥? I sense the reason we got the upgrade was due to a tip I received to become members of the Imperial Club. This is free, and definitely worth it. I obtained my membership through their London office, and it was conducted by fax. It also offers additional benefits such as 10% off any restaurant bill and free use of the very excellent and utterly spotless leisure facilities. The room was incredible. A large 32鈥?LCD TV, every conceivable comfort feature you could wish for 鈥?including would you believe it a toilet with a heated seat and various options such as 鈥榖idet鈥?and 鈥榮pray鈥?settings!! The detailed touches were also memorable, such as courtesy lights under the bedside units, which were useful if you needed to go to the loo in the night without disturbing your partner. In addition to the bedside lamp, there was also a bedside reading lamp, which was very directional, again so you could read without disturbing your partner. The service was almost too much! The staff seemed almost to fall over themselves to help. It must have one of the highest staff to guest ratios I have ever come across. There were ladies on the floor who greeted you as you stepped out of the lift. Despite the busy location, we never heard any external noise. I note others have recommended use of the Limousine Bus service to and from the airport. We used this, and can only endorse the other positive views. (Believe a taxi is eye wateringly expensive). We used the metro system to get around. Once tuned into the system, it was quick, cheap, and efficient. Stations names are in Japanese characters as well as Roman, so no problem there, although streetmaps were a bit daunting as not all streets have names, and there is little logic to the numbering system. However, the Hotel provided a useful map which identified landmarks to help you (eg the hotel itself, the Sony building etc.)We ate in on one evening out of the three we were there. I was quite expensive, but the meal was excellent. There are about 12 restaurants to choose from offering different types of cuisine include French, Chinese and Japanese. If you do find the prices a bit over the top, there are numerous restaurants in the immediate vicinity at varying price levels. Breakfasts too were very good. Overall, although fairly expensive, I would still describe it as good value. I always ask myself would 鈥淚 stay here again?鈥?An unhesitating 鈥榊es鈥?  ",187
"Reliable, Great Location We often stay at the Imperial and I agree with the other reviewers: it has a somewhat dated look (which I like) and it's very centrally located. All I want to add is that the staffing levels and service very impressive given how expensive Japan is. There are always loads of people around to answer questions and help out and the concierges are very helpful. Also, we tried some of the hotel restaurants this time around and really liked them. I adore wandering the back streets of Ginza while my husband is working and have bought many Japanese prints from Watanabe's little shop and gorgeous housewares from Matsuya department store. It's lovely to have the park right in front and there are plenty of places to eat nearby. Coffee drinkers may be pleased to know that Starbucks is right next door.  ",188
"Excellent....More than I expected....       Great bathroom, water pressure, and heated toilet seat!  ",189
"Famous hotel has good location and common facilities, but rooms aren't elegant.       Giant Sky Wheel at Odaiba (filled-in land in Tokyo Bay) gives good views.  ",190
"My First Tokyo Hotel The Imperial Hotel was the first hotel I ever stayed at in Japan. I was 9 years old accompanying my father on a trip. He had been gone from home a lot and with Vietnam heating up, knew he would be gone a lot more so he took me along for some quality father/son time. Ever since then the Imperial has been a favorite of mine. There are things I like better about the Hotel Okura and especially the Palace Hotel, but the Imperial will always be first in my heart.And it remains there because they do a darn good job of anticipating every need a businessman might have. I also love the pool area and the restaurants.  ",191
"Register for the Club... Foreign travellers should register for the Imperial Club, at the hotel website, before departure. I have been to this hotel over 10 times over the past 15 years, and I just discovered you can register online if you are a foreign guest. This gets you an upgrade (I believe) to the club floors, which are better rooms (read -- updated) than the regular rooms. They are also larger, I believe, and the bathroom is much, much nicer. The Club also comes with other perks and discounts.Service is the high point at this hotel, and the convenient location next to Business, the Palace and Ginza. The rooms are an afterthought. Food is famously expensive at the hotel, but a quick step outside of the hotel will yield dozens of restaurants of every type and price point, with most restaurants priced very affordably (for a Californian). Other tips:The Limosine Bus stops directly at the hotel, which I prefer to the Narita Express due to the convenience of a single stop.  ",192
Good Business location       Tsukiji Fish Market  ,193
